"Data Import Template"
"Table:","Item"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Item","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","~","UOM Conversion Detail","uoms","","","","~","Item Barcode","barcodes","","","","","~","Item Reorder","reorder_levels","","","","","","","~","Item Variant Attribute","attributes","","","","","","","","","","~","Item Default","item_defaults","","","","","","","","","","","","","","~","Item Supplier","supplier_items","","","","~","Item Customer Detail","customer_items","","","","","~","Item Tax","taxes","","","","","",""
"Column Labels:","ID","Item Code","Item Group","Default Unit of Measure","Created On","Created By","Item Name","Spec Sheet","Duty","VAT","Disabled","Allow Alternative Item","warranty","Maintain Stock","Has Variants","Opening Stock","Valuation Rate","Standard Selling Rate","Is Fixed Asset","Auto Create Assets on Purchase","Create Grouped Asset","Asset Category","Asset Naming Series","Over Delivery/Receipt Allowance (%)","Over Billing Allowance (%)","Description","Brand","Shelf Life In Days","End of Life","Default Material Request Type","Valuation Method","Warranty Period (in days)","Weight Per Unit","Weight UOM","Allow Negative Stock","Has Batch No","Automatically Create New Batch","Batch Number Series","Has Expiry Date","Retain Sample","Max Sample Quantity","Has Serial No","Serial Number Series","Variant Of","Variant Based On","Enable Deferred Expense","No of Months (Expense)","Enable Deferred Revenue","No of Months (Revenue)","Default Purchase Unit of Measure","Minimum Order Qty","Safety Stock","Allow Purchase","Lead Time in days","Last Purchase Rate","Is Customer Provided Item","Customer","Delivered by Supplier (Drop Ship)","Country of Origin","Customs Tariff Number","Default Sales Unit of Measure","Grant Commission","Allow Sales","Max Discount (%)","Inspection Required before Purchase","Quality Inspection Template","Inspection Required before Delivery","Include Item In Manufacturing","Supply Raw Materials for Purchase","Default BOM","Default Item Manufacturer","Default Manufacturer Part No","","ID","Created On","Created By","UOM","Conversion Factor","","ID","Barcode","Created On","Created By","Barcode Type","UOM","","ID","Request for","Material Request Type","Created On","Created By","Check in (group)","Re-order Level","Re-order Qty","","ID","Attribute","Created On","Created By","Variant Of","Attribute Value","Numeric Values","Disabled","From Range","Increment","To Range","","ID","Company","Created On","Created By","Default Warehouse","Default Price List","Default Discount Account","Default Buying Cost Center","Default Supplier","Default Expense Account","Default Provisional Account","Default Selling Cost Center","Default Income Account","Deferred Expense Account","Deferred Revenue Account","","ID","Supplier","Created On","Created By","Supplier Part Number","","ID","Ref Code","Created On","Created By","Customer Name","Customer Group","","ID","Item Tax Template","Created On","Created By","Tax Category","Valid From","Minimum Net Rate","Maximum Net Rate"
"","""E120""","E120","Trailer","Unit","2025-05-08 10:39:41.894198","Administrator","E120 Sleipner Trailer","",15,15,0,0,"12 Months Warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Max allowed loader weight 123 tonnes</p><p>Max allowed driving speed 15 km/h</p><p>Track width Weight (per pair)</p><p>600-700 mm 9,6 tonnes, 800-900 mm 10 tonnes</p></div>","Sleipner",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""9kt27n517v""","2025-05-29 10:49:36.438771","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""c2eqs3bdcc""","Sinopower","2025-05-08 10:39:41.906547","Administrator","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""E17z""","E17z","MEX","Nos","2025-05-08 10:39:41.919198","Administrator","E17z","/files/E17 - Leaflet.pdf",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"E17z","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""dvhqtgk4t0""","2025-05-08 10:39:41.965190","Administrator","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""v9e0qdfusn""","Sinopower","2025-05-08 10:39:41.966317","Administrator","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""e6r4phgkbt""","Machinery Exchange","2026-02-23 17:37:59.668196","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""E26""","E26","Excavator","Unit","2025-05-08 10:39:41.985316","Administrator","Bobcat E26 Excavator","",0,0,0,0,"3000 hours or 2 years parts warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Kubota Engine, Operating weight. 2608 kg</strong> ; Digging depth. 2.6 m ; Engine power. 14.9 kW ; Digging breakout force. 15690 N, <strong>Rated lift capacity</strong>: 2,359 lb</p></div>","Bobcat",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""u3sejbsh43""","2025-05-29 12:04:29.045703","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""9r3ljg8sih""","Machinery Exchange","2025-05-08 10:39:42.028607","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""E27 CNP""","E27 CNP","MEX","Nos","2025-05-08 10:39:42.241681","Administrator","E27 CNP","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"E27 CNP","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""71u8e805b4""","2025-05-08 10:39:42.258353","Administrator","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""p78gc5io40""","Sinopower","2025-05-08 10:39:42.259557","Administrator","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""E27 EC""","E27 EC","MEX","Nos","2025-05-08 10:39:42.277869","Administrator","E27 EC","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"E27 EC","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""vjln7hhfo8""","2025-05-08 10:39:42.295504","Administrator","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""pulp0bme6p""","Sinopower","2025-05-08 10:39:42.296138","Administrator","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""E50z""","E50z","Excavator","Unit","2025-05-08 10:39:42.319130","Administrator","Bobcat E50z A2 Excavator","",0,0,0,0,"3000 hours or 12 months full warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>Bobcat E50z A2 Mini Excavator</strong></p><p>Kubota Engine, Operating <strong><em>weight</em></strong>. 4900 kg ; Digging depth. 3.6 m ; <strong><em>Engine</em></strong> power. 36.5 kW ; Digging breakout force. 22171 N ; Tail swing type. ZHS</p></div>","Bobcat",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""jog9284mi8""","2025-05-29 13:23:57.952317","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""dm53qqb2h5""","Machinery Exchange","2025-05-08 10:39:42.331979","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""rbadophceo""","Sinopower","2025-06-27 15:32:51.780361","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""E55z A2 R""","E55z A2 R","MEX","Nos","2025-05-08 10:39:42.394388","Administrator","E55z A2 R","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"E55z A2 R","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""bj1a5k5icd""","2025-05-08 10:39:42.406097","Administrator","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""8iss6krivm""","Sinopower","2025-05-08 10:39:42.406887","Administrator","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""E55z A2 S""","E55z A2 S","MEX","Nos","2025-05-08 10:39:42.438030","Administrator","E55z A2 S","",0,0,0,0,"3000 hours or 2-year full warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Engine: Perkins Kubota / V2403-M-D1-TE3B-BC-4, 5.5Ton, Rubber Tracks, closed cab, Air con, HF, 610mm Bucket &amp; Std Boom, 36.5kW, Operating Weight: 5346Kg, </p></div>","Bobcat",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""bbbohd4g3q""","2025-05-08 10:39:42.452961","Administrator","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nih1prac3d""","Sinopower","2025-05-08 10:39:42.453507","Administrator","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""mi7dup79ni""","Machinery Exchange","2026-06-02 12:31:15.304071","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""e75""","e75","Excavator","Nos","2025-05-08 10:39:42.477826","Administrator","e75","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"e75","",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""1s6tfckqej""","2025-05-08 10:39:42.489083","Administrator","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""s3m423grto""","Sinopower","2025-05-08 10:39:42.489667","Administrator","Stores - SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""E90""","E90","Trailer","Unit","2025-05-08 10:39:42.526052","Administrator","E90 Sleipner Trailer","",15,15,0,0,"12 Months Warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Max allowed loader weight 92 tonnes</p><p>Max allowed driving speed 15 km/h</p><p>Track width Weight (per pair)</p><p>600-700 mm 7,4 tonnes, 800-900 mm 7,6 tonnes</p></div>","Sleipner",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""s9etpuvf0o""","2025-05-29 10:50:42.774386","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""bbqlrsm2tf""","Machinery Exchange","2025-05-08 10:39:42.545061","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ER-ER20-121""","ER-ER20-121","Reach Truck","Unit","2025-05-08 10:39:42.573460","Administrator","Electric Reach Truck - BAOLI ER-ER20-121","",0,0,0,0,"Warranty is 2000 hours or 1 year.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>AC Motor Drive,10 meters triplex free lifting mast (its</p><p>10M lift height), Electric power steering, Integrated</p><p>side shifter, 48V/ 500Ah zibo battery, Battery auto</p><p>filler, 48V/ 60Ah external charger, Electro-solenoid</p><p>valve and height positioning system, Wireless camera</p><p>and monitor, warning light, Forks: 1070*120*40mm,</p><p>Rated Load:2000KG and 800kg @10M max lift height,</p><p>Meet ISO3691.</p></div>","Baoli",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""tkgoamfvmk""","2025-05-30 09:00:11.041263","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""46duvl5lii""","Machinery Exchange","2025-05-08 10:39:42.597398","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ER15-101""","ER15-101","Pallet Stacker","Unit","2025-05-08 10:39:42.648248","Administrator","Baoli Electric Reach Truck ER15-101","",0,0,0,0,"1500 Hours or 1 Year Parts Warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>AC Motor Drive,5.5M meters triplex free lifting mast (its</p><p>5.5M lift height), Electric power steering, Integrated</p><p>side shifter, Battery auto filler, 24V/ 30Ah external charger, Forks: 1070*100*40mm,</p><p>Rated Load:1500KG</p></div>","Baoli",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""o2f7jimr1v""","2025-05-29 10:33:08.861388","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""0oj7o5t3de""","Machinery Exchange","2025-05-08 10:39:42.662621","Administrator","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""es16-102""","es16-102","Pallet Stacker","Unit","2025-05-08 10:39:42.724915","Administrator","Baoli ES16-102 Electric Stacker","",0,0,0,0,"",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Capacity: 1600kg, Load Centre: 600mm, Fork Length: 685mm x 1150mm, Duplex free lifting Mast 4500mm, Battery 24V/360 AH ZIBO Batterry, 24V/30Ah External Charger</p></div>","Baoli",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""s0smmbjffb""","2025-05-30 10:48:42.046929","takunda@industrial-exchange.group","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""kt8ca043b0""","Machinery Exchange","2025-05-08 10:39:42.743731","Administrator","Finished Goods - ME","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""t3iaduv146""","Sinopower","2026-01-06 09:59:49.236175","rental@machinery-exchange.com","","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ETi 4000-1.2""","ETi 4000-1.2","Pallet Stacker","Nos","2025-11-05 07:55:32.003101","rental@machinery-exchange.com","ETi 4000-1.2","/files/Crown ETI4000 - Spec Sheet.pdf",0,0,0,0,"2000 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Crown ETi 4000-1.2 Ride on Electric Stacker</p><p>Capacity 1200kg, Load Centre 600mm, Lift height 4440mm, Fork Width  565mm, Free Lift 1500mm, Fork Length 1200mm, Collapsed Height 1980mm, Lithium Ion Battery 25.6 Volts 225AH, Charger 24 Volt  100 amp.</p></div>","Crown",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""o3lmh2a3ot""","2025-11-05 07:55:32.038836","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""at0c2bc13t""","Sinopower","2025-11-05 07:55:32.040573","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""lmsmm6ehi1""","Machinery Exchange","2026-05-07 15:18:31.056333","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""EX1200-7""","EX1200-7","Excavator","Nos","2025-05-08 10:39:42.820056","Administrator","Hitachi Hydraulic EX1200-7 Excavator","",0,0,0,0,"2000 hours or 1 year full warranty.",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p>Cummins QSK23-C, 760 HP (567 kW) @ 1,800 rpm; Operating Weight: 115,000–118,000 kg (Backhoe), 118,000–120,000 kg (Shovel); Bucket Capacity: 5.2–8.0 m³ (Backhoe), 5.9–6.5 m³ (Shovel); Max Digging Depth (Backhoe): 8.0–9.4 m (26–31 ft); Max Digging Reach: 13.7–15.3 m (45–50 ft); Fuel Tank Capacity: 1,470 L.</p></div>","Hitachi",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"","","",1,1,0.0,0,"",0,1,0,"","","","","""394afqn822""","2025-05-08 10:39:42.833707","Administrator","Unit",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""h08kcomer1""","Machinery Exchange","2025-05-08 10:39:42.820056","takunda@industrial-exchange.group","Finished Goods - ME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""6m5n9g983o""","2025-05-29 11:46:44.709226","takunda@industrial-exchange.group","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""FD35RT2""","FD35RT2","Forklift","Nos","2026-01-12 10:26:25.799644","rental@machinery-exchange.com","FD35RT2","",0,0,0,0,"1500 hours or 1 year warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>FD35RT2 2-WHEEL DRIVE ROUGH TERRAIN</strong></p><p>5m mast height, side shift</p></div>","Xinchai",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""911k2oigmd""","2026-01-12 10:26:25.844414","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ugag0c4rdi""","Sinopower","2026-01-12 10:26:25.846526","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""9v0255ooil""","Machinery Exchange","2026-02-12 16:28:10.965284","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""FD35RT4""","FD35RT4","Forklift","Nos","2026-01-12 12:52:36.108831","rental@machinery-exchange.com","FD35RT4","",0,0,0,0,"1500 hours or 1 year warranty",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>FD35RT4</strong></p><p>4-WHEEL DRIVE ROUGH TERRAIN </p></div>","Xinchai",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""456q0nnnuk""","2026-01-12 12:52:36.134454","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""b0fkr116p5""","Sinopower","2026-01-12 12:52:36.135777","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""l0njmtbo5r""","Machinery Exchange","2026-03-24 14:02:44.410446","rental@machinery-exchange.com","","","","","","","","","Sales - ME","","","","","","","","","","","","","","","","","","","","","","","",""
"","""FDS60 Isuzu Engine""","FDS60 Isuzu Engine","Forklift","Nos","2026-01-19 16:33:30.249714","rental@machinery-exchange.com","FDS60 Isuzu Engine","",0,0,0,0,"1500 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>FDS60 SIDER LOADER FORKLIFT </strong></p><p>Equipped with: Isuzu 6BG1 engine 82.4kw/2000rpm; Load centre 600mm Fork size: 1220*150*60mm Platform: 4550*1200*890mm Lift capacity 6 tons, Solid tyres</p></div>","other",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""jb8tfavbaj""","2026-01-19 16:33:30.308062","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""fsttrb4ml6""","Sinopower","2026-01-19 16:33:30.309013","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
"","""FDS60 Xichai Engine""","FDS60 Xichai Engine","Forklift","Nos","2026-01-19 16:32:11.198687","rental@machinery-exchange.com","FDS60 Xichai Engine","",0,0,0,0,"1500 hours or 1 year",1,0,0.0,0.0,0.0,0,0,0,"","",0.0,0.0,"<div><p><strong>FDS60 SIDER LOADER FORKLIFT</strong></p><p>Equipped with: Xinchai 4DF3 engine 85kw/2200 rpm; Load centre 600mm Fork size: 1220*150*60mm Platform: 4550*1200*890mm Lift capacity 6 tons, Solid tyres</p></div>","Xinchai",0,"31-12-2099","Purchase","","",0.0,"",0,0,0,"",0,0,0,0,"","","Item Attribute",0,0,0,0,"",0.0,0.0,1,0,0.0,0,"",0,"Zimbabwe","","",1,1,0.0,0,"",0,1,0,"","","","","""ph3u6p4fqp""","2026-01-19 16:32:11.291463","rental@machinery-exchange.com","Nos",1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""9nii88pq9q""","Sinopower","2026-01-19 16:32:11.294993","rental@machinery-exchange.com","Stores - SP","","","","","","","","4110 - Sales - SP","","","","","","","","","","","","","","","","","","","","","","","",""
